ccode,scode,country,year,source,idp,host
692,BAH,Bahrain,1992,0,0,0
692,BAH,Bahrain,1993,0,0,0
692,BAH,Bahrain,1994,0,0,0
692,BAH,Bahrain,1995,0,0,0
692,BAH,Bahrain,1996,0,0,0
692,BAH,Bahrain,1997,0,0,0
692,BAH,Bahrain,1998,0,0,0
692,BAH,Bahrain,1999,0,0,0
692,BAH,Bahrain,2000,0,0,0
692,BAH,Bahrain,2001,0,0,0
692,BAH,Bahrain,2002,0,0,0
692,BAH,Bahrain,2003,0,0,0
692,BAH,Bahrain,2004,0,0,0
692,BAH,Bahrain,2005,0,0,0
692,BAH,Bahrain,2006,0,0,0
692,BAH,Bahrain,2007,0,0,0
692,BAH,Bahrain,2008,0,0,0
694,QAT,Qatar,1971,0,0,0
694,QAT,Qatar,1972,0,0,0
694,QAT,Qatar,1973,,,
694,QAT,Qatar,1974,0,0,0
694,QAT,Qatar,1975,,,
694,QAT,Qatar,1976,0,0,0
694,QAT,Qatar,1977,0,0,0
694,QAT,Qatar,1978,0,0,0
694,QAT,Qatar,1979,,,
694,QAT,Qatar,1980,0,0,0
694,QAT,Qatar,1981,0,0,0
694,QAT,Qatar,1982,0,0,0
694,QAT,Qatar,1983,0,0,0
694,QAT,Qatar,1984,0,0,0
694,QAT,Qatar,1985,0,0,0
694,QAT,Qatar,1986,0,0,0
694,QAT,Qatar,1987,0,0,0
694,QAT,Qatar,1988,0,0,0
694,QAT,Qatar,1989,0,0,0
694,QAT,Qatar,1990,0,0,0
694,QAT,Qatar,1991,0,0,0
694,QAT,Qatar,1992,0,0,0
694,QAT,Qatar,1993,0,0,0
694,QAT,Qatar,1994,0,0,0
694,QAT,Qatar,1995,0,0,0
694,QAT,Qatar,1996,0,0,0
694,QAT,Qatar,1997,0,0,0
694,QAT,Qatar,1998,0,0,0
694,QAT,Qatar,1999,0,0,0
694,QAT,Qatar,2000,0,0,0
694,QAT,Qatar,2001,0,0,0
694,QAT,Qatar,2002,0,0,0
694,QAT,Qatar,2003,0,0,0
694,QAT,Qatar,2004,0,0,0
694,QAT,Qatar,2005,0,0,0
694,QAT,Qatar,2006,0,0,0
694,QAT,Qatar,2007,0,0,0
694,QAT,Qatar,2008,0,0,0
696,UAE,United Arab Emirates,1969,0,0,45
696,UAE,United Arab Emirates,1970,0,0,0
696,UAE,United Arab Emirates,1971,0,0,0
696,UAE,United Arab Emirates,1972,0,0,0
696,UAE,United Arab Emirates,1973,,,
696,UAE,United Arab Emirates,1974,0,0,2
696,UAE,United Arab Emirates,1975,,,
696,UAE,United Arab Emirates,1976,0,0,50
696,UAE,United Arab Emirates,1977,0,0,50
696,UAE,United Arab Emirates,1978,0,0,3
696,UAE,United Arab Emirates,1979,,,
696,UAE,United Arab Emirates,1980,0,0,0
696,UAE,United Arab Emirates,1981,0,0,0
696,UAE,United Arab Emirates,1982,0,0,0
696,UAE,United Arab Emirates,1983,0,0,0
696,UAE,United Arab Emirates,1984,0,0,0
696,UAE,United Arab Emirates,1985,0,0,0
696,UAE,United Arab Emirates,1986,0,0,0
696,UAE,United Arab Emirates,1987,0,0,0
696,UAE,United Arab Emirates,1988,0,0,0
696,UAE,United Arab Emirates,1989,0,0,0
696,UAE,United Arab Emirates,1990,0,0,40
696,UAE,United Arab Emirates,1991,0,0,0
696,UAE,United Arab Emirates,1992,0,0,0
696,UAE,United Arab Emirates,1993,0,0,0
696,UAE,United Arab Emirates,1994,0,0,0
696,UAE,United Arab Emirates,1995,0,0,0
696,UAE,United Arab Emirates,1996,0,0,0
696,UAE,United Arab Emirates,1997,0,0,0
696,UAE,United Arab Emirates,1998,0,0,0
696,UAE,United Arab Emirates,1999,0,0,0
696,UAE,United Arab Emirates,2000,0,0,0
696,UAE,United Arab Emirates,2001,0,0,0
696,UAE,United Arab Emirates,2002,0,0,0
696,UAE,United Arab Emirates,2003,0,0,0
696,UAE,United Arab Emirates,2004,0,0,0
696,UAE,United Arab Emirates,2005,0,0,0
696,UAE,United Arab Emirates,2006,0,0,0
696,UAE,United Arab Emirates,2007,0,0,0
696,UAE,United Arab Emirates,2008,0,0,0
697,PAL,Palestine,1964,1228,0,0
697,PAL,Palestine,1965,1247,0,0
697,PAL,Palestine,1966,1329,0,0
697,PAL,Palestine,1967,1746,0,0
697,PAL,Palestine,1968,1695,0,0
697,PAL,Palestine,1969,1440,0,0
697,PAL,Palestine,1970,1428,0,0
697,PAL,Palestine,1971,1737,0,0
697,PAL,Palestine,1972,1773,0,0
697,PAL,Palestine,1973,,,
697,PAL,Palestine,1974,2165,0,0
697,PAL,Palestine,1975,,,
697,PAL,Palestine,1976,1633,0,0
697,PAL,Palestine,1977,1633,0,0
697,PAL,Palestine,1978,1706,0,0
697,PAL,Palestine,1979,,,
697,PAL,Palestine,1980,1757,0,0
697,PAL,Palestine,1981,1844,0,0
697,PAL,Palestine,1982,1884,0,0
697,PAL,Palestine,1983,1927,0,0
697,PAL,Palestine,1984,2017,0,0
697,PAL,Palestine,1985,2094,0,0
697,PAL,Palestine,1986,2150,0,0
697,PAL,Palestine,1987,2672,0,0
697,PAL,Palestine,1988,2797,0,0
697,PAL,Palestine,1989,3729,0,0
697,PAL,Palestine,1990,3218,0,0
697,PAL,Palestine,1991,3485,0,0
697,PAL,Palestine,1992,2658,0,1019
697,PAL,Palestine,1993,2801,0,1082
697,PAL,Palestine,1994,3137,0,1148
697,PAL,Palestine,1995,3286,0,1201
697,PAL,Palestine,1996,3718,0,1249
697,PAL,Palestine,1997,3743,0,1298
697,PAL,Palestine,1998,3816,0,1328
697,PAL,Palestine,1999,3931,17,1368
698,OMA,Oman,1964,0,0,0
698,OMA,Oman,1965,0,0,0
698,OMA,Oman,1966,0,0,0
698,OMA,Oman,1967,0,0,0
698,OMA,Oman,1968,0,0,0
698,OMA,Oman,1969,0,0,0
698,OMA,Oman,1970,0,0,0
698,OMA,Oman,1971,0,0,0
698,OMA,Oman,1972,0,0,0
698,OMA,Oman,1973,,,
698,OMA,Oman,1974,0,0,0
698,OMA,Oman,1975,,,
698,OMA,Oman,1976,0,0,0
698,OMA,Oman,1977,0,0,0
698,OMA,Oman,1978,0,0,0
698,OMA,Oman,1979,,,
698,OMA,Oman,1980,0,0,3
698,OMA,Oman,1981,0,0,0
698,OMA,Oman,1982,0,0,0
698,OMA,Oman,1983,0,0,0
698,OMA,Oman,1984,0,0,0
698,OMA,Oman,1985,0,0,0
698,OMA,Oman,1986,0,0,0
698,OMA,Oman,1987,0,0,0
698,OMA,Oman,1988,0,0,0
698,OMA,Oman,1989,0,0,0
698,OMA,Oman,1990,0,0,0
698,OMA,Oman,1991,0,0,0
698,OMA,Oman,1992,0,0,0
698,OMA,Oman,1993,0,0,0
698,OMA,Oman,1994,0,0,0
698,OMA,Oman,1995,0,0,0
698,OMA,Oman,1996,0,0,0
698,OMA,Oman,1997,0,0,0
698,OMA,Oman,1998,0,0,0
698,OMA,Oman,1999,0,0,0
698,OMA,Oman,2000,0,0,0
698,OMA,Oman,2001,0,0,0
698,OMA,Oman,2002,0,0,0
698,OMA,Oman,2003,0,0,0
698,OMA,Oman,2004,0,0,0
698,OMA,Oman,2005,0,0,0
698,OMA,Oman,2006,0,0,0
698,OMA,Oman,2007,0,0,0
698,OMA,Oman,2008,0,0,0
700,AFG,Afghanistan,1964,0,0,0
700,AFG,Afghanistan,1965,0,0,0
700,AFG,Afghanistan,1966,0,0,0
700,AFG,Afghanistan,1967,0,0,0
700,AFG,Afghanistan,1968,0,0,0
700,AFG,Afghanistan,1969,0,0,0
700,AFG,Afghanistan,1970,0,0,0
700,AFG,Afghanistan,1971,0,0,0
700,AFG,Afghanistan,1972,0,0,0
700,AFG,Afghanistan,1973,,,
700,AFG,Afghanistan,1974,0,0,0
700,AFG,Afghanistan,1975,,,
700,AFG,Afghanistan,1976,0,0,0
700,AFG,Afghanistan,1977,0,0,0
700,AFG,Afghanistan,1978,0,0,0
700,AFG,Afghanistan,1979,,,
700,AFG,Afghanistan,1980,702,0,0
700,AFG,Afghanistan,1981,1519,0,0
700,AFG,Afghanistan,1982,2600,0,0
700,AFG,Afghanistan,1983,3304,0,0
700,AFG,Afghanistan,1984,3656,0,0
700,AFG,Afghanistan,1985,3486,1000,0
700,AFG,Afghanistan,1986,4715,1000,0
700,AFG,Afghanistan,1987,5715,2000,0
700,AFG,Afghanistan,1988,5927,2000,0
700,AFG,Afghanistan,1989,5934,2000,0
700,AFG,Afghanistan,1990,6057,2000,0
700,AFG,Afghanistan,1991,6601,2000,0
700,AFG,Afghanistan,1992,4286,530,52
700,AFG,Afghanistan,1993,3430,0,35
700,AFG,Afghanistan,1994,2835,1000,20
700,AFG,Afghanistan,1995,2328,500,18
700,AFG,Afghanistan,1996,2629,1200,19
700,AFG,Afghanistan,1997,2622,1250,0
700,AFG,Afghanistan,1998,2600,770,0
700,AFG,Afghanistan,1999,2560,625,0
700,AFG,Afghanistan,2000,3600,375,0
700,AFG,Afghanistan,2001,4500,1000,0
700,AFG,Afghanistan,2002,3500,700,0
700,AFG,Afghanistan,2003,3000,250,0
700,AFG,Afghanistan,2004,2088,0,0
700,AFG,Afghanistan,2005,2192,177,0
700,AFG,Afghanistan,2006,3260,132,0
700,AFG,Afghanistan,2007,2909,200,0
700,AFG,Afghanistan,2008,2808,235,0
701,TKM,Turkmenistan,1992,0,0,0
701,TKM,Turkmenistan,1993,0,0,0
701,TKM,Turkmenistan,1994,0,0,0
701,TKM,Turkmenistan,1995,0,0,0
701,TKM,Turkmenistan,1996,0,0,22
701,TKM,Turkmenistan,1997,0,0,13
701,TKM,Turkmenistan,1998,0,0,0
701,TKM,Turkmenistan,1999,0,0,18
701,TKM,Turkmenistan,2000,0,0,14
701,TKM,Turkmenistan,2001,0,0,14
701,TKM,Turkmenistan,2002,0,0,14
701,TKM,Turkmenistan,2003,0,0,14
701,TKM,Turkmenistan,2004,0,0,13
701,TKM,Turkmenistan,2005,0,0,12
701,TKM,Turkmenistan,2006,0,0,0
701,TKM,Turkmenistan,2007,0,0,0
701,TKM,Turkmenistan,2008,0,0,0
702,TAJ,Tajikistan,1992,52,400,0
702,TAJ,Tajikistan,1993,153,0,0
702,TAJ,Tajikistan,1994,165,0,2
702,TAJ,Tajikistan,1995,170,0,2
702,TAJ,Tajikistan,1996,216,50,2
702,TAJ,Tajikistan,1997,32,0,4
702,TAJ,Tajikistan,1998,15,0,6
702,TAJ,Tajikistan,1999,63,0,5
702,TAJ,Tajikistan,2000,60,0,12
702,TAJ,Tajikistan,2001,55,0,5
702,TAJ,Tajikistan,2002,53,0,4
702,TAJ,Tajikistan,2003,60,0,3
702,TAJ,Tajikistan,2004,56,0,4
702,TAJ,Tajikistan,2005,54,0,3
702,TAJ,Tajikistan,2006,0,0,0
702,TAJ,Tajikistan,2007,0,0,0
702,TAJ,Tajikistan,2008,0,0,0
703,KYR,Kyrgyzstan,1992,0,0,0
703,KYR,Kyrgyzstan,1993,0,0,4
703,KYR,Kyrgyzstan,1994,0,0,0
703,KYR,Kyrgyzstan,1995,0,0,8
703,KYR,Kyrgyzstan,1996,0,0,17
703,KYR,Kyrgyzstan,1997,0,0,16
703,KYR,Kyrgyzstan,1998,0,0,15
703,KYR,Kyrgyzstan,1999,0,0,11
703,KYR,Kyrgyzstan,2000,0,0,11
703,KYR,Kyrgyzstan,2001,0,0,10
703,KYR,Kyrgyzstan,2002,0,0,8
703,KYR,Kyrgyzstan,2003,0,0,8
703,KYR,Kyrgyzstan,2004,0,0,4
703,KYR,Kyrgyzstan,2005,0,0,3
703,KYR,Kyrgyzstan,2006,0,0,0
703,KYR,Kyrgyzstan,2007,0,0,0
703,KYR,Kyrgyzstan,2008,0,0,0
704,UZB,Uzbekistan,1992,0,0,0
704,UZB,Uzbekistan,1993,51,0,0
704,UZB,Uzbekistan,1994,50,0,2
704,UZB,Uzbekistan,1995,48,0,3
704,UZB,Uzbekistan,1996,52,0,3
704,UZB,Uzbekistan,1997,46,0,1
704,UZB,Uzbekistan,1998,45,0,0
704,UZB,Uzbekistan,1999,33,0,38
704,UZB,Uzbekistan,2000,2,0,38
704,UZB,Uzbekistan,2001,0,0,38
704,UZB,Uzbekistan,2002,0,0,38
704,UZB,Uzbekistan,2003,0,0,42
704,UZB,Uzbekistan,2004,0,0,45
704,UZB,Uzbekistan,2005,0,0,45
704,UZB,Uzbekistan,2006,0,3,0
704,UZB,Uzbekistan,2007,0,3,0
704,UZB,Uzbekistan,2008,0,3,0
705,KZK,Kazakhstan,1992,0,0,0
705,KZK,Kazakhstan,1993,0,0,6
705,KZK,Kazakhstan,1994,0,0,0
705,KZK,Kazakhstan,1995,0,0,6
705,KZK,Kazakhstan,1996,0,0,14
705,KZK,Kazakhstan,1997,0,0,14
705,KZK,Kazakhstan,1998,0,0,4
705,KZK,Kazakhstan,1999,0,0,15
705,KZK,Kazakhstan,2000,0,0,20
705,KZK,Kazakhstan,2001,0,0,20
705,KZK,Kazakhstan,2002,0,0,21
705,KZK,Kazakhstan,2003,0,0,15
705,KZK,Kazakhstan,2004,0,0,16
705,KZK,Kazakhstan,2005,0,0,7
705,KZK,Kazakhstan,2006,0,0,5
705,KZK,Kazakhstan,2007,0,0,5
705,KZK,Kazakhstan,2008,0,0,4
710,CHN,China,1964,1705,0,2
710,CHN,China,1965,2155,0,2
710,CHN,China,1966,2218,0,1
710,CHN,China,1967,2230,0,1
710,CHN,China,1968,2314,0,1
710,CHN,China,1969,2319,0,10
710,CHN,China,1970,2140,0,1
710,CHN,China,1971,2201,0,0
710,CHN,China,1972,2211,0,0
710,CHN,China,1973,,,
710,CHN,China,1974,271,0,0
710,CHN,China,1975,,,
710,CHN,China,1976,281,0,0
710,CHN,China,1977,228,0,0
710,CHN,China,1978,245,0,0
710,CHN,China,1979,,,
710,CHN,China,1980,162,0,230
710,CHN,China,1981,86,0,0
710,CHN,China,1982,,0,265
710,CHN,China,1983,0,0,2
710,CHN,China,1984,0,0,17
710,CHN,China,1985,85,0,12
710,CHN,China,1986,86,0,12
710,CHN,China,1987,100,0,0
710,CHN,China,1988,112,0,0
710,CHN,China,1989,112,0,0
710,CHN,China,1990,114,0,5
710,CHN,China,1991,114,0,14
710,CHN,China,1992,128,0,12
710,CHN,China,1993,133,0,297
710,CHN,China,1994,139,0,297
710,CHN,China,1995,141,0,294
710,CHN,China,1996,128,0,294
710,CHN,China,1997,128,0,282
710,CHN,China,1998,128,0,282
710,CHN,China,1999,130,0,293
710,CHN,China,2000,145,0,350
710,CHN,China,2001,151,0,345
710,CHN,China,2002,178,0,396
710,CHN,China,2003,158,0,396
710,CHN,China,2004,158,0,402
710,CHN,China,2005,156,0,353
710,CHN,China,2006,159,0,335
710,CHN,China,2007,150,0,324
710,CHN,China,2008,153,0,332
712,MON,Mongolia,1964,0,0,0
712,MON,Mongolia,1965,0,0,0
712,MON,Mongolia,1966,0,0,0
712,MON,Mongolia,1967,0,0,0
712,MON,Mongolia,1968,0,0,0
712,MON,Mongolia,1969,0,0,0
712,MON,Mongolia,1970,0,0,0
712,MON,Mongolia,1971,0,0,0
712,MON,Mongolia,1972,0,0,0
712,MON,Mongolia,1973,,,
712,MON,Mongolia,1974,0,0,0
712,MON,Mongolia,1975,,,
712,MON,Mongolia,1976,0,0,0
712,MON,Mongolia,1977,0,0,0
712,MON,Mongolia,1978,0,0,0
712,MON,Mongolia,1979,,,
712,MON,Mongolia,1980,0,0,0
712,MON,Mongolia,1981,0,0,0
712,MON,Mongolia,1982,0,0,0
712,MON,Mongolia,1983,0,0,0
712,MON,Mongolia,1984,0,0,0
712,MON,Mongolia,1985,0,0,0
712,MON,Mongolia,1986,0,0,0
712,MON,Mongolia,1987,0,0,0
712,MON,Mongolia,1988,0,0,0
712,MON,Mongolia,1989,0,0,0
712,MON,Mongolia,1990,0,0,0
712,MON,Mongolia,1991,0,0,0
712,MON,Mongolia,1992,0,0,0
712,MON,Mongolia,1993,0,0,0
712,MON,Mongolia,1994,0,0,0
712,MON,Mongolia,1995,0,0,0
712,MON,Mongolia,1996,0,0,0
712,MON,Mongolia,1997,0,0,0
712,MON,Mongolia,1998,0,0,0
712,MON,Mongolia,1999,0,0,0
712,MON,Mongolia,2000,0,0,0
712,MON,Mongolia,2001,0,0,0
712,MON,Mongolia,2002,0,0,0
712,MON,Mongolia,2003,0,0,0
712,MON,Mongolia,2004,0,0,0
712,MON,Mongolia,2005,0,0,0
712,MON,Mongolia,2006,0,0,0
712,MON,Mongolia,2007,0,0,0
712,MON,Mongolia,2008,0,0,0
713,TAW,Taiwan,1964,0,0,0
713,TAW,Taiwan,1965,0,0,0
713,TAW,Taiwan,1966,0,0,0
713,TAW,Taiwan,1967,0,0,0
713,TAW,Taiwan,1968,0,0,0
713,TAW,Taiwan,1969,0,0,0
713,TAW,Taiwan,1970,0,0,0
713,TAW,Taiwan,1971,0,0,0
713,TAW,Taiwan,1972,0,0,0
713,TAW,Taiwan,1973,,,
713,TAW,Taiwan,1974,0,0,0
713,TAW,Taiwan,1975,,,
713,TAW,Taiwan,1976,0,0,0
713,TAW,Taiwan,1977,0,0,0
713,TAW,Taiwan,1978,0,0,0
713,TAW,Taiwan,1979,,,
713,TAW,Taiwan,1980,0,0,0
713,TAW,Taiwan,1981,0,0,0
713,TAW,Taiwan,1982,0,0,0
713,TAW,Taiwan,1983,0,0,0
713,TAW,Taiwan,1984,0,0,0
713,TAW,Taiwan,1985,0,0,0
713,TAW,Taiwan,1986,0,0,0
713,TAW,Taiwan,1987,0,0,0
713,TAW,Taiwan,1988,0,0,0
713,TAW,Taiwan,1989,0,0,0
713,TAW,Taiwan,1990,0,0,0
713,TAW,Taiwan,1991,0,0,0
713,TAW,Taiwan,1992,0,0,0
713,TAW,Taiwan,1993,0,0,0
713,TAW,Taiwan,1994,0,0,0
713,TAW,Taiwan,1995,0,0,0
713,TAW,Taiwan,1996,0,0,0
713,TAW,Taiwan,1997,0,0,0
713,TAW,Taiwan,1998,0,0,0
713,TAW,Taiwan,1999,0,0,0
713,TAW,Taiwan,2000,0,0,0
713,TAW,Taiwan,2001,0,0,0
713,TAW,Taiwan,2002,0,0,0
713,TAW,Taiwan,2003,0,0,0
713,TAW,Taiwan,2004,0,0,0
713,TAW,Taiwan,2005,0,0,0
713,TAW,Taiwan,2006,0,0,0
713,TAW,Taiwan,2007,0,0,0
713,TAW,Taiwan,2008,0,0,0
731,PRK,Korea North,1964,1000,0,0
731,PRK,Korea North,1965,1000,0,0
731,PRK,Korea North,1966,1000,0,0
731,PRK,Korea North,1967,0,0,0
731,PRK,Korea North,1968,0,0,0
731,PRK,Korea North,1969,0,0,0
731,PRK,Korea North,1970,0,0,0
731,PRK,Korea North,1971,0,0,0
731,PRK,Korea North,1972,0,0,0
731,PRK,Korea North,1973,,,
731,PRK,Korea North,1974,0,0,0
731,PRK,Korea North,1975,,,
731,PRK,Korea North,1976,0,0,0
731,PRK,Korea North,1977,0,0,0
731,PRK,Korea North,1978,0,0,0
731,PRK,Korea North,1979,,,
731,PRK,Korea North,1980,0,0,0
731,PRK,Korea North,1981,0,0,0
731,PRK,Korea North,1982,0,0,0
731,PRK,Korea North,1983,0,0,0
731,PRK,Korea North,1984,0,0,0
731,PRK,Korea North,1985,0,0,0
731,PRK,Korea North,1986,0,0,0
731,PRK,Korea North,1987,0,0,0
731,PRK,Korea North,1988,0,0,0
731,PRK,Korea North,1989,0,0,0
731,PRK,Korea North,1990,0,0,0
731,PRK,Korea North,1991,0,0,0
731,PRK,Korea North,1992,0,0,0
731,PRK,Korea North,1993,0,0,0
731,PRK,Korea North,1994,0,0,0
731,PRK,Korea North,1995,0,0,0
731,PRK,Korea North,1996,0,0,0
731,PRK,Korea North,1997,0,0,0
731,PRK,Korea North,1998,0,0,0
731,PRK,Korea North,1999,0,0,0
731,PRK,Korea North,2000,50,100,0
731,PRK,Korea North,2001,50,100,0
731,PRK,Korea North,2002,100,100,0
731,PRK,Korea North,2003,102,150,0
731,PRK,Korea North,2004,102,0,0
731,PRK,Korea North,2005,51,0,0
731,PRK,Korea North,2006,30,0,0
731,PRK,Korea North,2007,11,0,0
731,PRK,Korea North,2008,11,0,0
732,ROK,Korea South,1964,0,0,1000
732,ROK,Korea South,1965,0,0,1000
732,ROK,Korea South,1966,0,0,1000
732,ROK,Korea South,1967,0,0,0
732,ROK,Korea South,1968,0,0,0
732,ROK,Korea South,1969,0,0,0
732,ROK,Korea South,1970,0,0,0
732,ROK,Korea South,1971,0,0,0
732,ROK,Korea South,1972,0,0,0
732,ROK,Korea South,1973,,,
732,ROK,Korea South,1974,0,0,0
732,ROK,Korea South,1975,,,
732,ROK,Korea South,1976,0,0,0
732,ROK,Korea South,1977,0,0,0
732,ROK,Korea South,1978,0,0,0
732,ROK,Korea South,1979,,,
732,ROK,Korea South,1980,0,0,0
732,ROK,Korea South,1981,0,0,0
732,ROK,Korea South,1982,0,0,0
732,ROK,Korea South,1983,0,0,0
732,ROK,Korea South,1984,0,0,0
732,ROK,Korea South,1985,0,0,0
732,ROK,Korea South,1986,0,0,0
732,ROK,Korea South,1987,0,0,0
732,ROK,Korea South,1988,0,0,0
732,ROK,Korea South,1989,0,0,0
732,ROK,Korea South,1990,0,0,0
732,ROK,Korea South,1991,0,0,0
732,ROK,Korea South,1992,0,0,0
732,ROK,Korea South,1993,0,0,0
732,ROK,Korea South,1994,0,0,0
732,ROK,Korea South,1995,0,0,0
732,ROK,Korea South,1996,0,0,0
732,ROK,Korea South,1997,0,0,0
732,ROK,Korea South,1998,0,0,0
732,ROK,Korea South,1999,0,0,0
732,ROK,Korea South,2000,0,0,0
732,ROK,Korea South,2001,0,0,1
732,ROK,Korea South,2002,0,0,1
732,ROK,Korea South,2003,0,0,2
732,ROK,Korea South,2004,0,0,2
732,ROK,Korea South,2005,0,0,2
732,ROK,Korea South,2006,0,0,2
732,ROK,Korea South,2007,0,0,3
732,ROK,Korea South,2008,0,0,2
740,JPN,Japan,1964,0,0,0
740,JPN,Japan,1965,0,0,0
740,JPN,Japan,1966,0,0,0
740,JPN,Japan,1967,0,0,0
740,JPN,Japan,1968,0,0,0
740,JPN,Japan,1969,0,0,0
740,JPN,Japan,1970,0,0,0
740,JPN,Japan,1971,0,0,0
740,JPN,Japan,1972,0,0,0
740,JPN,Japan,1973,,,
740,JPN,Japan,1974,0,0,0
740,JPN,Japan,1975,,,
740,JPN,Japan,1976,0,0,0
740,JPN,Japan,1977,0,0,0
740,JPN,Japan,1978,0,0,0
740,JPN,Japan,1979,,,
740,JPN,Japan,1980,0,0,0
740,JPN,Japan,1981,0,0,2
740,JPN,Japan,1982,0,0,2
740,JPN,Japan,1983,0,0,2
740,JPN,Japan,1984,0,0,2
740,JPN,Japan,1985,0,0,0
740,JPN,Japan,1986,0,0,0
740,JPN,Japan,1987,0,0,0
740,JPN,Japan,1988,0,0,0
740,JPN,Japan,1989,0,0,2
740,JPN,Japan,1990,0,0,0
740,JPN,Japan,1991,0,0,0
740,JPN,Japan,1992,0,0,1
740,JPN,Japan,1993,0,0,1
740,JPN,Japan,1994,0,0,7
740,JPN,Japan,1995,0,0,10
740,JPN,Japan,1996,0,0,0
740,JPN,Japan,1997,0,0,0
740,JPN,Japan,1998,0,0,0
740,JPN,Japan,1999,0,0,0
740,JPN,Japan,2000,0,0,4
740,JPN,Japan,2001,0,0,6
740,JPN,Japan,2002,0,0,7
740,JPN,Japan,2003,0,0,8
740,JPN,Japan,2004,0,0,6
740,JPN,Japan,2005,0,0,3
740,JPN,Japan,2006,0,0,3
740,JPN,Japan,2007,0,0,3
740,JPN,Japan,2008,0,0,3
750,IND,India,1964,0,0,2095
750,IND,India,1965,75,60,2380
750,IND,India,1966,500,0,2380
750,IND,India,1967,500,0,3050
750,IND,India,1968,500,0,3050
750,IND,India,1969,260,0,3055
750,IND,India,1970,260,0,5507
750,IND,India,1971,260,0,1261
750,IND,India,1972,260,0,1118
750,IND,India,1973,,,
750,IND,India,1974,390,0,239
750,IND,India,1975,,,
750,IND,India,1976,0,0,70
750,IND,India,1977,0,0,70
750,IND,India,1978,0,0,72
750,IND,India,1979,,,
750,IND,India,1980,0,0,65
750,IND,India,1981,0,0,85
750,IND,India,1982,0,0,3
750,IND,India,1983,0,0,5
750,IND,India,1984,0,0,8
750,IND,India,1985,0,0,142
750,IND,India,1986,0,0,227
750,IND,India,1987,0,6,282
750,IND,India,1988,0,6,247
750,IND,India,1989,0,65,261
750,IND,India,1990,8,85,416
750,IND,India,1991,10,85,403
750,IND,India,1992,0,280,378
750,IND,India,1993,0,250,326
750,IND,India,1994,0,250,328
750,IND,India,1995,0,250,319
750,IND,India,1996,13,250,352
750,IND,India,1997,13,200,324
750,IND,India,1998,22,520,292
750,IND,India,1999,15,507,292
750,IND,India,2000,17,507,290
750,IND,India,2001,17,500,346
750,IND,India,2002,39,600,332
750,IND,India,2003,36,650,317
750,IND,India,2004,12,500,393
750,IND,India,2005,9,600,515
750,IND,India,2006,11,600,436
750,IND,India,2007,3,500,420
750,IND,India,2008,3,500,411
760,BHU,Bhutan,1964,0,0,3
760,BHU,Bhutan,1965,0,0,3
760,BHU,Bhutan,1966,0,0,3
760,BHU,Bhutan,1967,0,0,3
760,BHU,Bhutan,1968,0,0,3
760,BHU,Bhutan,1969,0,0,6
760,BHU,Bhutan,1970,0,0,6
760,BHU,Bhutan,1971,0,0,3
760,BHU,Bhutan,1972,0,0,3
760,BHU,Bhutan,1973,,,
760,BHU,Bhutan,1974,0,0,3
760,BHU,Bhutan,1975,,,
760,BHU,Bhutan,1976,0,0,0
760,BHU,Bhutan,1977,0,0,4
760,BHU,Bhutan,1978,0,0,4
760,BHU,Bhutan,1979,,,
760,BHU,Bhutan,1980,0,0,3
760,BHU,Bhutan,1981,0,0,6
760,BHU,Bhutan,1982,0,0,2
760,BHU,Bhutan,1983,0,0,0
760,BHU,Bhutan,1984,0,0,0
760,BHU,Bhutan,1985,0,0,0
760,BHU,Bhutan,1986,0,0,0
760,BHU,Bhutan,1987,0,0,0
760,BHU,Bhutan,1988,0,0,0
760,BHU,Bhutan,1989,0,0,0
760,BHU,Bhutan,1990,0,0,0
760,BHU,Bhutan,1991,25,0,0
760,BHU,Bhutan,1992,95,0,0
760,BHU,Bhutan,1993,105,0,0
760,BHU,Bhutan,1994,117,0,0
760,BHU,Bhutan,1995,119,0,0
760,BHU,Bhutan,1996,122,0,0
760,BHU,Bhutan,1997,113,0,0
760,BHU,Bhutan,1998,115,0,0
760,BHU,Bhutan,1999,125,0,0
760,BHU,Bhutan,2000,144,0,0
760,BHU,Bhutan,2001,126,0,0
760,BHU,Bhutan,2002,127,0,0
760,BHU,Bhutan,2003,129,0,0
760,BHU,Bhutan,2004,121,0,0
760,BHU,Bhutan,2005,122,0,0
760,BHU,Bhutan,2006,119,0,0
760,BHU,Bhutan,2007,124,0,0
760,BHU,Bhutan,2008,116,0,0
769,PKS,Pakistan,1964,0,0,0
769,PKS,Pakistan,1965,142,0,33
769,PKS,Pakistan,1966,142,0,250
769,PKS,Pakistan,1967,500,0,250
769,PKS,Pakistan,1968,500,0,250
769,PKS,Pakistan,1969,500,0,0
769,PKS,Pakistan,1970,500,0,0
769,PKS,Pakistan,1971,516,1100,0
770,PAK,Pakistan,1972,516,0,0
770,PAK,Pakistan,1973,,,
770,PAK,Pakistan,1974,65,0,40
770,PAK,Pakistan,1975,,,
770,PAK,Pakistan,1976,0,0,0
770,PAK,Pakistan,1977,0,0,0
770,PAK,Pakistan,1978,0,0,0
770,PAK,Pakistan,1979,,,
770,PAK,Pakistan,1980,55,0,402
770,PAK,Pakistan,1981,0,0,1399
770,PAK,Pakistan,1982,0,0,2600
770,PAK,Pakistan,1983,0,0,2801
